WILAYAH,KECAMATAN,NAMA FASKES (Rumah Sakit dan Puskesmas),Jenis Penyakit,Januari,latitude,longitude
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit mata dan adnexa,68.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit telinga dan mastoid,36.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada sistem sirkulasi,111.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada sistem pernafasan,451.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada sistem pencernaan,301.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada kulit dan jaringan subcutaneous,83.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada sistem musculoskletal,153.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyakit pada sistem saluran kemih dan genital,49.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Kehamilan dan kelahiran,4.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Keadaan yang berasal dari periode perinatal,3.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",163.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,"Keracunan, cedera dan beberapa penyebab yang dari luar",26.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Penyebab morbiditas dan kematian eksternal,3.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Lontar,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,412.0,-7.2850638,112.66273285
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit Infeksi dan parasit,47.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Neoplasma,2.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,"Endokrin, nutrisi dan gangguan metabolik",75.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Gangguan jiwa dan perilaku,12.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit yang mengenai sistem syaraf,43.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit mata dan adnexa,46.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit telinga dan mastoid,18.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada sistem sirkulasi,42.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada sistem pernafasan,224.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada sistem pencernaan,315.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada kulit dan jaringan subcutaneous,52.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada sistem musculoskletal,118.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyakit pada sistem saluran kemih dan genital,27.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Kehamilan dan kelahiran,2.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Keadaan yang berasal dari periode perinatal,0.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,"Malformasi kongenital, deformasi dan kelainan chromosom",0.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",36.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,"Keracunan, cedera dan beberapa penyebab yang dari luar",43.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Penyebab morbiditas dan kematian eksternal,0.0,-7.27731115,112.63703473548794
Surabaya Barat,Sambikerep,Puskesmas Made,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,280.0,-7.27731115,112.63703473548794
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit Infeksi dan parasit,161.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Neoplasma,10.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,"Endokrin, nutrisi dan gangguan metabolik",57.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Gangguan jiwa dan perilaku,36.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit yang mengenai sistem syaraf,28.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit mata dan adnexa,43.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit telinga dan mastoid,61.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada sistem sirkulasi,38.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada sistem pernafasan,441.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada sistem pencernaan,503.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada kulit dan jaringan subcutaneous,93.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada sistem musculoskletal,156.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyakit pada sistem saluran kemih dan genital,36.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Kehamilan dan kelahiran,25.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Keadaan yang berasal dari periode perinatal,8.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,"Malformasi kongenital, deformasi dan kelainan chromosom",2.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",159.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,"Keracunan, cedera dan beberapa penyebab yang dari luar",47.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Penyebab morbiditas dan kematian eksternal,1.0,-7.25846525,112.66064382684382
Surabaya Barat,Tandes,Puskesmas Manukan Kulon,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,488.0,-7.25846525,112.66064382684382
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit Infeksi dan parasit,309.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Neoplasma,22.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,4.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,"Endokrin, nutrisi dan gangguan metabolik",140.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Gangguan jiwa dan perilaku,17.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit yang mengenai sistem syaraf,24.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit mata dan adnexa,108.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit telinga dan mastoid,58.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada sistem sirkulasi,109.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada sistem pernafasan,579.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada sistem pencernaan,797.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada kulit dan jaringan subcutaneous,161.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada sistem musculoskletal,330.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyakit pada sistem saluran kemih dan genital,57.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Kehamilan dan kelahiran,18.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Keadaan yang berasal dari periode perinatal,5.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",314.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,"Keracunan, cedera dan beberapa penyebab yang dari luar",75.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Penyebab morbiditas dan kematian eksternal,0.0,-7.3239443,112.79498318410756
Surabaya Timur,Rungkut,Puskesmas Medokan Ayu,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,965.0,-7.3239443,112.79498318410756
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit Infeksi dan parasit,161.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Neoplasma,21.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,2.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,"Endokrin, nutrisi dan gangguan metabolik",91.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Gangguan jiwa dan perilaku,14.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit yang mengenai sistem syaraf,26.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit mata dan adnexa,95.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit telinga dan mastoid,57.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada sistem sirkulasi,70.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada sistem pernafasan,509.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada sistem pencernaan,434.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada kulit dan jaringan subcutaneous,146.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada sistem musculoskletal,225.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyakit pada sistem saluran kemih dan genital,38.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Kehamilan dan kelahiran,21.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Keadaan yang berasal dari periode perinatal,3.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,"Malformasi kongenital, deformasi dan kelainan chromosom",4.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",119.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,"Keracunan, cedera dan beberapa penyebab yang dari luar",46.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Penyebab morbiditas dan kematian eksternal,0.0,-7.29687275,112.76434694828671
Surabaya Timur,Sukolilo,Puskesmas Menur,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,633.0,-7.29687275,112.76434694828671
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit Infeksi dan parasit,189.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Neoplasma,24.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,12.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,"Endokrin, nutrisi dan gangguan metabolik",154.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Gangguan jiwa dan perilaku,27.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit yang mengenai sistem syaraf,72.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit mata dan adnexa,200.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit telinga dan mastoid,70.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada sistem sirkulasi,217.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada sistem pernafasan,689.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada sistem pencernaan,631.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada kulit dan jaringan subcutaneous,215.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada sistem musculoskletal,315.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyakit pada sistem saluran kemih dan genital,69.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Kehamilan dan kelahiran,19.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Keadaan yang berasal dari periode perinatal,4.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,"Malformasi kongenital, deformasi dan kelainan chromosom",0.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",345.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,"Keracunan, cedera dan beberapa penyebab yang dari luar",88.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Penyebab morbiditas dan kematian eksternal,3.0,-7.2709021499999995,112.77082440581847
Surabaya Timur,Gubeng,Puskesmas Mojo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,664.0,-7.2709021499999995,112.77082440581847
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit Infeksi dan parasit,82.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Neoplasma,16.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,7.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,"Endokrin, nutrisi dan gangguan metabolik",67.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Gangguan jiwa dan perilaku,38.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit yang mengenai sistem syaraf,27.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit mata dan adnexa,62.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit telinga dan mastoid,37.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada sistem sirkulasi,110.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada sistem pernafasan,434.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada sistem pencernaan,79.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada kulit dan jaringan subcutaneous,134.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada sistem musculoskletal,198.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyakit pada sistem saluran kemih dan genital,24.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Kehamilan dan kelahiran,12.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Keadaan yang berasal dari periode perinatal,1.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,"Malformasi kongenital, deformasi dan kelainan chromosom",0.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",36.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,"Keracunan, cedera dan beberapa penyebab yang dari luar",16.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Penyebab morbiditas dan kematian eksternal,0.0,-7.2347805,112.71244346706712
Surabaya Utara,Krembangan,Puskesmas Morokrembangan,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,220.0,-7.2347805,112.71244346706712
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit Infeksi dan parasit,114.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Neoplasma,14.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,3.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,"Endokrin, nutrisi dan gangguan metabolik",131.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Gangguan jiwa dan perilaku,10.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit yang mengenai sistem syaraf,9.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit mata dan adnexa,76.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit telinga dan mastoid,32.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada sistem sirkulasi,134.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada sistem pernafasan,375.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada sistem pencernaan,399.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada kulit dan jaringan subcutaneous,52.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada sistem musculoskletal,114.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyakit pada sistem saluran kemih dan genital,34.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Kehamilan dan kelahiran,15.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Keadaan yang berasal dari periode perinatal,5.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",112.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,"Keracunan, cedera dan beberapa penyebab yang dari luar",30.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Penyebab morbiditas dan kematian eksternal,0.0,-7.2607225500000006,112.78474800000001
Surabaya Timur,Mulyorejo,Puskesmas Mulyorejo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,150.0,-7.2607225500000006,112.78474800000001
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit Infeksi dan parasit,195.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Neoplasma,42.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,"Endokrin, nutrisi dan gangguan metabolik",119.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Gangguan jiwa dan perilaku,12.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit yang mengenai sistem syaraf,25.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit mata dan adnexa,110.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit telinga dan mastoid,48.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada sistem sirkulasi,136.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada sistem pernafasan,468.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada sistem pencernaan,429.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada kulit dan jaringan subcutaneous,124.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada sistem musculoskletal,223.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyakit pada sistem saluran kemih dan genital,53.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Kehamilan dan kelahiran,3.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Keadaan yang berasal dari periode perinatal,4.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,"Malformasi kongenital, deformasi dan kelainan chromosom",3.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",108.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,"Keracunan, cedera dan beberapa penyebab yang dari luar",83.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Penyebab morbiditas dan kematian eksternal,0.0,-7.29296335,112.74878868683348
Surabaya Selatan,Wonokromo,Puskesmas Ngagelrejo,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,603.0,-7.29296335,112.74878868683348
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit Infeksi dan parasit,162.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Neoplasma,9.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun,1.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,"Endokrin, nutrisi dan gangguan metabolik",145.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Gangguan jiwa dan perilaku,16.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit yang mengenai sistem syaraf,38.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit mata dan adnexa,80.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit telinga dan mastoid,91.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada sistem sirkulasi,192.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada sistem pernafasan,644.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada sistem pencernaan,300.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada kulit dan jaringan subcutaneous,165.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada sistem musculoskletal,218.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyakit pada sistem saluran kemih dan genital,48.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Kehamilan dan kelahiran,5.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Keadaan yang berasal dari periode perinatal,2.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,"Malformasi kongenital, deformasi dan kelainan chromosom",1.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,"Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain",164.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,"Keracunan, cedera dan beberapa penyebab yang dari luar",51.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Penyebab morbiditas dan kematian eksternal,3.0,,
Surabaya Timur,Tambaksari,Puskesmas Pacarkeling,Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan,250.0,,
Surabaya Selatan,Sawahan,Puskesmas Pakis,Penyakit Infeksi dan parasit,136.0,-7.28177405,112.72848119117782
